date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:32:46	894/894	---M--	200	added ('OK')	text/xml	date:Tue,%2021%20May%202024%2017:32:45%20GMT	http://localhost/SitoAvvAndreaFalzetti/xmlrpc.php?rsd	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/xmlrpc0db0.php	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:47	2093/2093	---M--	200	added ('OK')	application/json	date:Tue,%2021%20May%202024%2017:32:46%20GMT	http://localhost/SitoAvvAndreaFalzetti/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FSitoAvvAndreaFalzetti%2F	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-json/oembed/1.0/embedf022.json	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:49	2251/2251	---M--	200	added ('OK')	text/xml	date:Tue,%2021%20May%202024%2017:32:47%20GMT	http://localhost/SitoAvvAndreaFalzetti/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FSitoAvvAndreaFalzetti%2F&format=xml	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-json/oembed/1.0/embedc226	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:49	33504/33504	---MC-	200	added ('OK')	application/json	date:Tue,%2021%20May%202024%2017:32:42%20GMT	http://localhost/SitoAvvAndreaFalzetti/wp-json/wp/v2/pages/833	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-json/wp/v2/pages/833.json	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:49	4315/4315	---M--	200	added ('OK')	image/png	etag:%2210db-618fa23c52ffb%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/ddddd-removebg-preview-197x56.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/ddddd-removebg-preview-197x56.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:51	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0%22	http://localhost/SitoAvvAndreaFalzetti/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:52	3449/3449	---M--	200	added ('OK')	image/png	etag:%22d79-618f922da4aea%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/01.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/01.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:53	4351/4351	---M--	200	added ('OK')	image/png	etag:%2210ff-618f922e0e4df%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/02.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/02.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:54	4496/4496	---M--	200	added ('OK')	image/png	etag:%221190-618f922e710b9%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/03.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/03/03.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:32:58	28636/28636	---M--	200	added ('OK')	image/png	etag:%226fdc-618f9233a4a1c%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-03.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-03.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:02	75934/75934	---M--	200	added ('OK')	image/webp	etag:%221289e-618f9d8943045%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/Justice_GettyImages-1140705087-1024x609.webp	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/Justice_GettyImages-1140705087-1024x609.webp	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:03	30358/30358	---M--	200	added ('OK')	image/png	etag:%227696-618f92348238d%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-02.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-02.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:06	28367/28367	---M--	200	added ('OK')	image/png	etag:%226ecf-618f923412401%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-01.png	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2021/08/testimonial-01.png	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:07	21986/21986	---M--	200	added ('OK')	text/javascript	etag:%2255e2-618f9176d10fc%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.6.14	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/themes/astra/assets/js/minified/frontend.min33c5.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:08	8171/8171	---M--	200	added ('OK')	text/javascript	etag:%221feb-5f287f2e2a640%22	http://localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:08	120558/120558	---M--	200	added ('OK')	image/jpeg	etag:%221d6ee-618f926f3d313%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/CWWSHcvWUAAV2Js.jpg	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/CWWSHcvWUAAV2Js.jpg	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:08	6625/6625	---M--	200	added ('OK')	text/javascript	etag:%2219e1-605bb4a4f5400%22	http://localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:08	457/457	---M--	200	added ('OK')	text/javascript	etag:%221c9-6103d74a0ab00%22	http://localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/dom-ready.min5346.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:10	6581/6581	---M--	200	added ('OK')	text/javascript	etag:%2219b5-618f918e10b21%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:10	4479/4479	---M--	200	added ('OK')	text/javascript	etag:%22117f-618f9219fe8a1%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min.js?ver=2.13.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min42a3.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:10	421/421	---M--	200	added ('OK')	text/javascript	etag:%221a5-618f921a03b1c%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/uagb-button-child.min.js?ver=2.13.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/uagb-button-child.min42a3.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:10	1372/1372	---M--	200	added ('OK')	text/javascript	etag:%2255c-618f921a02186%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/testimonial.min.js?ver=2.13.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/testimonial.min42a3.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:11	7303/7303	---M--	200	added ('OK')	text/javascript	etag:%221c87-618f9219f9e1e%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/imagesloaded.min.js?ver=2.13.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/imagesloaded.min42a3.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:12	2267/2267	---M--	200	added ('OK')	text/javascript	etag:%228db-618fa300d6c09%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/uag-plugin/assets/1000/uag-js-833.js?ver=1716312683	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/uag-plugin/assets/1000/uag-js-833095d.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:13	38590/38590	---M--	200	added ('OK')	text/javascript	etag:%2296be-6103d74a0ab00%22	http://localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:16	43885/43885	---M--	200	added ('OK')	text/javascript	etag:%22ab6d-618f9219fd31a%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/slick.min.js?ver=2.13.2	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/slick.min42a3.js	(from http://localhost/SitoAvvAndreaFalzetti/)
19:33:22	107443/107443	---M--	200	added ('OK')	image/jpeg	etag:%221a3b3-618f926da8fe2%22	http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/1667094391429.jpeg	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-content/uploads/2024/05/1667094391429.jpg	(from http://localhost/SitoAvvAndreaFalzetti/wp-content/uploads/uag-plugin/assets/1000/uag-css-833.css?ver=1716312683)
19:33:24	332059/332059	---MC-	200	added ('OK')	application/json	date:Tue,%2021%20May%202024%2017:32:42%20GMT	http://localhost/SitoAvvAndreaFalzetti/wp-json/	C:/My%20Web%20Sites/Andrea%20Falzetti/localhost/SitoAvvAndreaFalzetti/wp-json/index.html	(from http://localhost/SitoAvvAndreaFalzetti/)
